0;6.694489856138163E-4
1;8.362044110869358E-4
2;2.6729763456922106E-4
3;4.942897325677297E-5
4;1.9454117518436013E-4
5;2.742126314782629E-4
6;2.920337883066941E-4
7;4.315227271131197E-5
8;1.3851548495751205E-4
9;2.204116736058575E-5
10;3.299232122094456E-4
11;1.840403401099169E-4
12;5.579829403925767E-4
13;3.1594910722589087E-4
14;2.93533084574452E-4
15;8.202224096904052E-5
16;7.03021189150101E-5
17;1.2541802407562338E-4
18;0.003256679451362982
19;6.969513079367301E-4
20;2.8013114870698285E-4
21;4.1065164253089063E-4
22;3.2202169387564165E-4
23;1.173599623015203E-4
24;3.340465478150506E-4
25;1.4870412700037315E-4
26;2.572517679456993E-4
27;0.0010284988945825663
28;8.636340620998356E-4
29;4.989192822598015E-4
30;6.951108731737953E-4
31;8.127098199495641E-4
32;1.6410880623440538E-4
33;3.1290820614872464E-4
34;9.112460031819909E-4
35;4.536751540284375E-4
36;7.410729216156388E-5
37;2.967040552059141E-4
38;1.7496452430556988E-4
39;2.3405803213700653E-4
40;0.001311744069507529
41;3.084316655745289E-5
42;5.889672601202568E-5
43;3.652568454918558E-4
44;6.637229213686698E-4
45;3.000253268851918E-4
46;3.596162075360281E-4
47;4.6371793795230285E-5
48;4.944276638034754E-4
49;6.857633085060939E-4
50;3.504433215265695E-4
51;3.690854706565474E-4
52;3.989826234885612E-5
53;2.861115936893954E-4
54;3.3221748377353864E-4
55;3.0653573388842315E-4
56;7.2434971593789724E-6
57;9.898737943856301E-5
58;3.840702557136844E-4
59;8.496071861200955E-4
60;1.1564367400057321E-4
61;4.408607320621159E-4
62;6.517438012817562E-5
63;3.183923092278249E-4
64;7.077106929333105E-4
65;3.6716888009508873E-4
66;4.3556790845123973E-4
67;2.9054634417990385E-4
68;2.7673245255674064E-4
69;3.963396457495162E-4
70;3.095708119013868E-5
71;2.764146899339977E-4
72;4.0449383549725034E-4
73;2.541293181889123E-4
74;7.176518723456072E-4
75;1.534599907512991E-4
76;2.103338643832023E-4
77;0.001003595241029319
78;3.3034535154111226E-4
79;3.1552823622067104E-4
80;6.168233111344243E-5
81;5.640908267619311E-4
82;9.105458107358795E-5
83;4.1014323790923525E-4
84;5.7367502633847E-5
85;3.0531600489826227E-4
86;8.124116547712239E-5
87;1.7633528828561943E-4
88;2.4963014636301923E-4
89;2.0009431144475128E-4
90;6.474857894555265E-4
91;8.664999163311123E-5
92;3.3815562482322894E-4
93;3.54790147957486E-4
94;2.4566400909393663E-5
95;1.9332764411404042E-5
96;4.6885819772048484E-4
97;2.6497843500829097E-4
98;9.81008355738656E-5
99;5.29250301600755E-5
100;3.50781218963834E-4
101;4.251990605025695E-4
102;5.207533945423727E-4
103;5.949486034295949E-4
104;5.038925915811287E-4
105;2.504757547689891E-4
106;8.848198029319805E-5
107;3.8714773563689603E-4
108;1.84730370751917E-4
109;1.6540051045726663E-4
110;2.2495344049414562E-4
111;2.094213918195124E-4
112;2.803274673238209E-4
113;1.70392500081476E-4
114;2.5591839418639015E-5
115;2.1436319867926422E-4
116;2.23239714734192E-4
117;2.982249472217971E-4
118;0.001524489187260049
119;1.5680737183760388E-4
120;2.0411375963679E-4
121;1.176266686487185E-5
122;2.7443754199167543E-4
123;2.129534639116427E-4
124;1.5338750625079796E-4
125;6.31540322645723E-4
126;1.1575353800915849E-4
127;3.8837869694994224E-4
128;9.821665539983503E-4
129;3.578482682035328E-5
